1,USA,"2,007,449","112,469","761,708","1,133,272","16,923","6,067",340,"21,291,677","64,349","330,880,530",North,America,"1652,94216"
2,Brazil,"691,962","37,312",+813,"302,084","352,566","8,318","3,257",176,"999,836","4,706","212,463,372",South,America,"3075,694212"
3,Russia,"476,658","+8,985","5,971",+112,"230,688","+3,957","239,999","2,300","3,266",41,"13,000,000","89,083","145,930,700",Europe,"30624,44011"
4,Spain,"288,630","27,136",N/A,N/A,N/A,617,"6,173",580,"4,465,338","95,508","46,753,690",Europe,"1621,72310"
5,UK,"286,194","40,542",N/A,N/A,N/A,604,"4,217",597,"5,581,073","82,239","67,863,688",Europe,"2371,67412"
6,India,"258,090",+604,"7,207","124,095",+247,"126,788","8,944",187,5,"4,774,434","3,462","1,379,122,578",Asia,"5,344191,359289"
7,Italy,"234,998","33,899","165,837","35,262",287,"3,886",561,"4,236,535","70,063","60,467,085",Europe,"2571,78414"
8,Peru,"196,515","5,465","86,219","104,831","1,062","5,966",166,"1,191,956","36,185","32,941,004",South,America,"1686,02828"
9,Germany,"185,869","8,776","169,600",+500,"7,493",568,"2,219",105,"4,348,880","51,916","83,767,456",Europe,"4519,54519"
10,Iran,"171,789","8,281","134,349","29,159","2,596","2,047",99,"1,084,857","12,927","83,921,387",Asia,"48910,13477"
11,Turkey,"170,132","4,692","137,969","27,471",613,"2,019",56,"2,338,593","27,748","84,279,639",Asia,"49517,96236"
12,France,"153,977","29,155","70,842","53,980","1,053","2,359",447,"1,384,633","21,216","65,264,696",Europe,"4242,23947"
13,Chile,"134,150","2,190","95,631","36,329","1,558","7,021",115,"708,773","37,098","19,105,644",South,America,"1428,72427"
14,Mexico,"117,103","+3,484","13,699",+188,"84,419","+2,875","18,985",378,909,106,"336,395","2,611","128,844,230",North,America,"1,1009,405383"
15,Pakistan,"103,671","+4,728","2,067",+65,"34,355",+890,"67,249",111,470,9,"705,833","3,200","220,591,553",Asia,"2,128106,721313"
16,Saudi,Arabia,"101,914",712,"72,817","28,385","1,564","2,931",20,"958,237","27,554","34,776,977",Asia,"34148,84436"
17,Canada,"95,699","7,800","54,233","33,666","1,816","2,537",207,"1,896,822","50,286","37,720,832",North,America,"3944,83620"
18,Qatar,"68,790",54,"44,338","24,398",245,"24,500",19,"255,533","91,008","2,807,805",Asia,"4151,99611"
19,Bangladesh,"68,504","+2,735",930,+42,"14,560",+657,"53,014",1,416,6,"410,841","2,496","164,582,631",Asia,"2,403176,971401"
20,Belgium,"59,226","9,595","16,291","33,340",111,"5,112",828,"935,670","80,755","11,586,489",Europe,"1961,20812"
21,Belarus,"48,630",269,"23,647","24,714",92,"5,146",28,"622,313","65,857","9,449,509",Europe,"19435,12815"
22,South,Africa,"48,285",998,"24,364","22,923",208,815,17,"920,064","15,526","59,258,991",Africa,"1,22759,37864"
23,Netherlands,"47,574","6,013",N/A,N/A,N/A,97,"2,777",351,"388,113","22,654","17,132,558",Europe,"3602,84944"
24,Sweden,"44,730","4,659",N/A,N/A,N/A,198,"4,431",462,"275,500","27,290","10,095,291",Europe,"2262,16737"
25,Ecuador,"43,120","3,621","21,020","18,479",222,"2,447",205,"127,414","7,229","17,624,879",South,America,"4094,867138"
26,Colombia,"39,236","1,259","15,322","22,655",335,772,25,"410,719","8,077","50,847,406",South,America,"1,29640,387124"
27,UAE,"38,808",276,"21,806","16,726",1,"3,927",28,"2,500,000","252,973","9,882,493",Asia,"25535,8064"
28,Singapore,"38,296",+386,25,"24,886","13,385",3,"6,549",4,"408,495","69,859","5,847,399",Asia,"153233,89614"
29,Portugal,"34,693","1,479","20,995","12,219",58,"3,402",145,"873,998","85,699","10,198,446",Europe,"2946,89612"
30,Egypt,"34,079","1,237","8,961","23,881",41,333,12,"135,000","1,321","102,199,634",Africa,"2,99982,619757"
31,Kuwait,"31,848",264,"20,205","11,379",196,"7,465",62,"315,285","73,901","4,266,300",Asia,"13416,16014"
32,Indonesia,"31,186","1,851","10,498","18,837",114,7,"405,992","1,485","273,334,499",Asia,"8,765147,669673"
33,Switzerland,"30,965","1,921","28,700",344,28,"3,580",222,"423,468","48,952","8,650,592",Europe,"2794,50320"
34,Ukraine,"27,462",+463,797,+9,"12,195",+141,"14,470",304,628,18,"431,085","9,854","43,748,704",Europe,"1,59354,892101"
35,Poland,"26,780",+219,"1,161",+4,"12,998",+143,"12,621",160,708,31,"1,056,396","27,911","37,849,071",Europe,"1,41332,60036"
36,Ireland,"25,201","1,679","22,698",824,36,"5,107",340,"348,416","70,613","4,934,162",Europe,"1962,93914"
37,Argentina,"22,794",664,"6,909","15,221",274,505,15,"193,923","4,293","45,168,963",South,America,"1,98268,026233"
38,Philippines,"21,895","1,003","4,530","16,362",82,200,9,"430,081","3,928","109,483,597",Asia,"5,000109,156255"
39,Afghanistan,"20,917",+575,369,+12,"2,171",+296,"18,377",19,538,9,"48,305","1,243","38,865,373",Asia,"1,858105,326805"
40,Romania,"20,479","1,334",+1,"14,638","4,507",144,"1,064",69,"503,200","26,147","19,244,947",Europe,"94014,42638"
41,Dominican,Republic,"19,600",538,"12,007","7,055",110,"1,808",50,"94,511","8,718","10,840,829",North,America,"55320,150115"
